monitor_id,product_id,screen_size,resolution,refresh_rate,response_time_(g2g),panel_type,aspect_ratio
327791,131339,18.5  in,1366 x 768,,5 ms,,16:09
327792,131340,21.6  in,1920 x 1080,,5 ms,,16:09
327793,131341,19.0  in,1280 x 1024,,5 ms,,5:04
327794,131342,20.0  in,1600 x 900,,5 ms,,16:09
327795,131343,19.0  in,1280 x 1024,,5 ms,,5:04
327796,131344,21.3  in,1600 x 1200,,20 ms,,4:03
327797,131345,17.0  in,1280 x 1024,,5 ms,,5:04
327798,131346,22.0  in,1680 x 1050,,8 ms,,16:10
327799,131347,17.0  in,1280 x 1024,,5 ms,,5:04
327800,131348,19.0  in,1280 x 1024,,5 ms,,5:04
327801,131349,19.0  in,1440 x 900,,5 ms,TN,16:10
327802,131350,20.0  in,1600 x 900,,5 ms,,16:09
327803,131351,21.5  in,1920 x 1080,,5 ms,,16:09
327804,131352,21.3  in,1600 x 1200,,8 ms,,4:03
327805,131353,21.3  in,1600 x 1200,,16 ms,,4:03
327806,131354,21.5  in,1920 x 1080,,5 ms,,16:09
327807,131355,23.6  in,1920 x 1080,60 Hz,14 ms,IPS,16:09
327808,131356,23.0  in,1920 x 1080,,5 ms,,16:09
327809,131357,21.5  in,1920 x 1080,,5 ms,,16:09
327810,131358,24.0  in,1920 x 1200,,5 ms,,16:10
327811,131359,19.0  in,1280 x 1024,,5 ms,TN,5:04
327812,131360,21.5  in,1920 x 1080,,5 ms,TN,16:09
327813,131361,21.5  in,1920 x 1080,,5 ms,,16:09
327814,131362,19.0  in,1280 x 1024,,5 ms,,5:04
327815,131363,17.0  in,1440 x 900,,5 ms,,16:10
327816,131364,27.0  in,2560 x 1440,60 Hz,7 ms,IPS,16:09
327817,131365,21.5  in,1920 x 1080,60 Hz,5 ms,,16:09
327818,131366,23.6  in,1920 x 1080,,5 ms,,16:09
327819,131367,19.0  in,1440 x 900,,5 ms,,16:10
327820,131368,17.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
327821,131369,18.5  in,1366 x 768,,5 ms,,16:09
327822,131370,17.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
327823,131371,20.0  in,1600 x 900,,,,16:09
327824,131372,22.0  in,1680 x 1050,,5 ms,,16:10
327825,131373,19.0  in,1280 x 1024,,5 ms,,5:04
327826,131374,24.0  in,1920 x 1080,,5 ms,,16:09
327827,131375,19.0  in,1280 x 1024,,5 ms,,5:04
327828,131376,19.0  in,1440 x 900,,5 ms,,16:10
327829,131377,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327830,131378,20.0  in,1600 x 900,60 Hz,14 ms,IPS,16:09
327831,131379,31.5  in,3840 x 2160,60 Hz,10 ms,IPS,16:09
327832,131380,18.5  in,1366 x 768,,5 ms,,16:09
327833,131381,19.0  in,1280 x 1024,,5 ms,,5:04
327834,131382,18.5  in,1366 x 768,,5 ms,,16:09
327835,131383,23.0  in,1920 x 1080,,5 ms,,16:09
327836,131384,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327837,131385,31.5  in,1920 x 1080,144 Hz,3 ms,VA,16:09
327838,131386,20.1  in,1600 x 1200,,16 ms,,4:03
327839,131387,19.0  in,1366 x 768,,5 ms,,16:09
327840,131388,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327841,131389,24.0  in,1920 x 1200,,8 ms,,16:10
327842,131390,23.0  in,1920 x 1080,,5 ms,,16:09
327843,131391,19.0  in,1440 x 900,,5 ms,TN,16:10
327844,131392,19.0  in,1280 x 1024,,5 ms,,5:04
327845,131393,20.0  in,1600 x 900,,5 ms,,16:09
327846,131394,20.0  in,1600 x 900,,5 ms,,16:09
327847,131395,20.0  in,1600 x 900,,5 ms,,16:09
327848,131396,24.0  in,1920 x 1080,,2 ms,,16:09
327849,131397,30.0  in,2560 x 1600,,6 ms,,16:10
327850,131398,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327851,131399,21.5  in,1920 x 1080,75 Hz,14 ms,,16:09
327852,131400,21.5  in,1920 x 1080,,5 ms,,16:09
327853,131401,21.5  in,1920 x 1080,60 Hz,4 ms,PLS,16:09
327854,131402,27.0  in,1920 x 1080,60 Hz,4 ms,PLS,16:09
327855,131403,27.0  in,2560 x 1440,60 Hz,14 ms,IPS,16:09
327856,131404,24.0  in,1920 x 1200,60 Hz,8 ms,IPS,16:10
327857,131405,19.0  in,1280 x 1024,,5 ms,TN,5:04
327858,131406,19.0  in,1366 x 768,,5 ms,,16:09
327859,131407,31.5  in,2560 x 1440,60 Hz,8 ms,IPS,16:09
327860,131408,19.0  in,1280 x 1024,60 Hz,13 ms,VA,5:04
327861,131409,28.0  in,1920 x 1080,60 Hz,5 ms,VA,16:09
327862,131410,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327863,131411,22.0  in,1680 x 1050,60 Hz,2 ms,TN,16:10
327864,131412,32.0  in,1366 x 768,,8 ms,,16:09
327865,131413,23.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
327866,131414,19.0  in,1280 x 1024,,5 ms,,5:04
327867,131415,23.6  in,1920 x 1080,60 Hz,5 ms,VA,16:09
327868,131416,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
